試行,bh,bc,hloss,cop_shift,cool_a,defrost_f,最高の県,最高円,最安の県,最安円,倍率,札幌円,東京円,札幌_効率一定円,過小評価%,東京の順位,上位5は北海道と東北か
1,16.0,23.0,200.0,0.85,4.3,0.78,北海道,222377,宮崎県,40393,5.51,222377,71323,153041,31.2,24,はい
2,16.0,23.0,200.0,0.85,4.3,0.85,北海道,209470,宮崎県,40393,5.19,209470,71323,153041,26.9,24,はい
3,16.0,23.0,200.0,0.85,4.3,0.95,北海道,194331,宮崎県,40393,4.81,194331,71323,153041,21.2,24,はい
4,16.0,23.0,200.0,0.85,5.0,0.78,北海道,221985,宮崎県,37462,5.93,221985,67946,152649,31.2,24,はい
5,16.0,23.0,200.0,0.85,5.0,0.85,北海道,209078,宮崎県,37462,5.58,209078,67946,152649,27.0,24,はい
6,16.0,23.0,200.0,0.85,5.0,0.95,北海道,193939,宮崎県,37462,5.18,193939,67946,152649,21.3,24,はい
7,16.0,23.0,200.0,0.85,5.7,0.78,北海道,221690,鹿児島県,34904,6.35,221690,65466,152355,31.3,24,はい
8,16.0,23.0,200.0,0.85,5.7,0.85,北海道,208784,鹿児島県,34904,5.98,208784,65466,152355,27.0,24,はい
9,16.0,23.0,200.0,0.85,5.7,0.95,北海道,193645,鹿児島県,34904,5.55,193645,65466,152355,21.3,24,はい
10,16.0,23.0,200.0,1.0,4.3,0.78,北海道,189434,宮崎県,37177,5.1,189434,63937,130499,31.1,25,はい
11,16.0,23.0,200.0,1.0,4.3,0.85,北海道,178464,宮崎県,37177,4.8,178464,63937,130499,26.9,25,はい
12,16.0,23.0,200.0,1.0,4.3,0.95,北海道,165595,宮崎県,37177,4.45,165595,63937,130499,21.2,25,はい
13,16.0,23.0,200.0,1.0,5.0,0.78,北海道,189042,宮崎県,34246,5.52,189042,60559,130107,31.2,24,はい
14,16.0,23.0,200.0,1.0,5.0,0.85,北海道,178072,宮崎県,34246,5.2,178072,60559,130107,26.9,24,はい
15,16.0,23.0,200.0,1.0,5.0,0.95,北海道,165204,宮崎県,34246,4.82,165204,60559,130107,21.2,24,はい
16,16.0,23.0,200.0,1.0,5.7,0.78,北海道,188748,宮崎県,32101,5.88,188748,58079,129813,31.2,24,はい
17,16.0,23.0,200.0,1.0,5.7,0.85,北海道,177777,宮崎県,32101,5.54,177777,58079,129813,27.0,24,はい
18,16.0,23.0,200.0,1.0,5.7,0.95,北海道,164909,宮崎県,32101,5.14,164909,58079,129813,21.3,24,はい
19,16.0,23.0,200.0,1.15,4.3,0.78,北海道,165086,宮崎県,34800,4.74,165086,58477,113838,31.0,25,はい
20,16.0,23.0,200.0,1.15,4.3,0.85,北海道,155546,宮崎県,34800,4.47,155546,58477,113838,26.8,25,はい
21,16.0,23.0,200.0,1.15,4.3,0.95,北海道,144356,宮崎県,34800,4.15,144356,58477,113838,21.1,25,はい
22,16.0,23.0,200.0,1.15,5.0,0.78,北海道,164694,宮崎県,31870,5.17,164694,55100,113446,31.1,25,はい
23,16.0,23.0,200.0,1.15,5.0,0.85,北海道,155154,宮崎県,31870,4.87,155154,55100,113446,26.9,25,はい
24,16.0,23.0,200.0,1.15,5.0,0.95,北海道,143964,宮崎県,31870,4.52,143964,55100,113446,21.2,25,はい
25,16.0,23.0,200.0,1.15,5.7,0.78,北海道,164399,宮崎県,29724,5.53,164399,52619,113151,31.2,24,はい
26,16.0,23.0,200.0,1.15,5.7,0.85,北海道,154859,宮崎県,29724,5.21,154859,52619,113151,26.9,24,はい
27,16.0,23.0,200.0,1.15,5.7,0.95,北海道,143670,宮崎県,29724,4.83,143670,52619,113151,21.2,24,はい
28,16.0,23.0,234.6,0.85,4.3,0.78,北海道,260848,宮崎県,47380,5.51,260848,83662,179517,31.2,24,はい
29,16.0,23.0,234.6,0.85,4.3,0.85,北海道,245708,宮崎県,47380,5.19,245708,83662,179517,26.9,24,はい
30,16.0,23.0,234.6,0.85,4.3,0.95,北海道,227950,宮崎県,47380,4.81,227950,83662,179517,21.2,24,はい
31,16.0,23.0,234.6,0.85,5.0,0.78,北海道,260388,宮崎県,43943,5.93,260388,79701,179058,31.2,24,はい
32,16.0,23.0,234.6,0.85,5.0,0.85,北海道,245249,宮崎県,43943,5.58,245249,79701,179058,27.0,24,はい
33,16.0,23.0,234.6,0.85,5.0,0.95,北海道,227491,宮崎県,43943,5.18,227491,79701,179058,21.3,24,はい
34,16.0,23.0,234.6,0.85,5.7,0.78,北海道,260043,鹿児島県,40942,6.35,260043,76791,178712,31.3,24,はい
35,16.0,23.0,234.6,0.85,5.7,0.85,北海道,244903,鹿児島県,40942,5.98,244903,76791,178712,27.0,24,はい
36,16.0,23.0,234.6,0.85,5.7,0.95,北海道,227145,鹿児島県,40942,5.55,227145,76791,178712,21.3,24,はい
37,16.0,23.0,234.6,1.0,4.3,0.78,北海道,222207,宮崎県,43609,5.1,222207,74998,153076,31.1,25,はい
38,16.0,23.0,234.6,1.0,4.3,0.85,北海道,209338,宮崎県,43609,4.8,209338,74998,153076,26.9,25,はい
39,16.0,23.0,234.6,1.0,4.3,0.95,北海道,194243,宮崎県,43609,4.45,194243,74998,153076,21.2,25,はい
40,16.0,23.0,234.6,1.0,5.0,0.78,北海道,221747,宮崎県,40171,5.52,221747,71036,152616,31.2,24,はい
41,16.0,23.0,234.6,1.0,5.0,0.85,北海道,208878,宮崎県,40171,5.2,208878,71036,152616,26.9,24,はい
42,16.0,23.0,234.6,1.0,5.0,0.95,北海道,193784,宮崎県,40171,4.82,193784,71036,152616,21.2,24,はい
43,16.0,23.0,234.6,1.0,5.7,0.78,北海道,221401,宮崎県,37654,5.88,221401,68127,152270,31.2,24,はい
44,16.0,23.0,234.6,1.0,5.7,0.85,北海道,208533,宮崎県,37654,5.54,208533,68127,152270,27.0,24,はい
45,16.0,23.0,234.6,1.0,5.7,0.95,北海道,193438,宮崎県,37654,5.14,193438,68127,152270,21.3,24,はい
46,16.0,23.0,234.6,1.15,4.3,0.78,北海道,193645,宮崎県,40821,4.74,193645,68593,133532,31.0,25,はい
47,16.0,23.0,234.6,1.15,4.3,0.85,北海道,182455,宮崎県,40821,4.47,182455,68593,133532,26.8,25,はい
48,16.0,23.0,234.6,1.15,4.3,0.95,北海道,169330,宮崎県,40821,4.15,169330,68593,133532,21.1,25,はい
49,16.0,23.0,234.6,1.15,5.0,0.78,北海道,193186,宮崎県,37383,5.17,193186,64632,133072,31.1,25,はい
50,16.0,23.0,234.6,1.15,5.0,0.85,北海道,181995,宮崎県,37383,4.87,181995,64632,133072,26.9,25,はい
51,16.0,23.0,234.6,1.15,5.0,0.95,北海道,168870,宮崎県,37383,4.52,168870,64632,133072,21.2,25,はい
52,16.0,23.0,234.6,1.15,5.7,0.78,北海道,192840,宮崎県,34867,5.53,192840,61722,132726,31.2,24,はい
53,16.0,23.0,234.6,1.15,5.7,0.85,北海道,181650,宮崎県,34867,5.21,181650,61722,132726,26.9,24,はい
54,16.0,23.0,234.6,1.15,5.7,0.95,北海道,168525,宮崎県,34867,4.83,168525,61722,132726,21.2,24,はい
55,16.0,23.0,270.0,0.85,4.3,0.78,北海道,300209,宮崎県,54530,5.51,300209,96287,206606,31.2,24,はい
56,16.0,23.0,270.0,0.85,4.3,0.85,北海道,282784,宮崎県,54530,5.19,282784,96287,206606,26.9,24,はい
57,16.0,23.0,270.0,0.85,4.3,0.95,北海道,262347,宮崎県,54530,4.81,262347,96287,206606,21.2,24,はい
58,16.0,23.0,270.0,0.85,5.0,0.78,北海道,299680,宮崎県,50574,5.93,299680,91727,206077,31.2,24,はい
59,16.0,23.0,270.0,0.85,5.0,0.85,北海道,282255,宮崎県,50574,5.58,282255,91727,206077,27.0,24,はい
60,16.0,23.0,270.0,0.85,5.0,0.95,北海道,261818,宮崎県,50574,5.18,261818,91727,206077,21.3,24,はい
61,16.0,23.0,270.0,0.85,5.7,0.78,北海道,299282,鹿児島県,47120,6.35,299282,88379,205679,31.3,24,はい
62,16.0,23.0,270.0,0.85,5.7,0.85,北海道,281858,鹿児島県,47120,5.98,281858,88379,205679,27.0,24,はい
63,16.0,23.0,270.0,0.85,5.7,0.95,北海道,261420,鹿児島県,47120,5.55,261420,88379,205679,21.3,24,はい
64,16.0,23.0,270.0,1.0,4.3,0.78,北海道,255736,宮崎県,50189,5.1,255736,86314,176174,31.1,25,はい
65,16.0,23.0,270.0,1.0,4.3,0.85,北海道,240926,宮崎県,50189,4.8,240926,86314,176174,26.9,25,はい
66,16.0,23.0,270.0,1.0,4.3,0.95,北海道,223554,宮崎県,50189,4.45,223554,86314,176174,21.2,25,はい
67,16.0,23.0,270.0,1.0,5.0,0.78,北海道,255207,宮崎県,46233,5.52,255207,81755,175645,31.2,24,はい
68,16.0,23.0,270.0,1.0,5.0,0.85,北海道,240397,宮崎県,46233,5.2,240397,81755,175645,26.9,24,はい
69,16.0,23.0,270.0,1.0,5.0,0.95,北海道,223025,宮崎県,46233,4.82,223025,81755,175645,21.2,24,はい
70,16.0,23.0,270.0,1.0,5.7,0.78,北海道,254810,宮崎県,43336,5.88,254810,78406,175247,31.2,24,はい
71,16.0,23.0,270.0,1.0,5.7,0.85,北海道,239999,宮崎県,43336,5.54,239999,78406,175247,27.0,24,はい
72,16.0,23.0,270.0,1.0,5.7,0.95,北海道,222627,宮崎県,43336,5.14,222627,78406,175247,21.3,24,はい
73,16.0,23.0,270.0,1.15,4.3,0.78,北海道,222866,宮崎県,46980,4.74,222866,78944,153681,31.0,25,はい
74,16.0,23.0,270.0,1.15,4.3,0.85,北海道,209987,宮崎県,46980,4.47,209987,78944,153681,26.8,25,はい
75,16.0,23.0,270.0,1.15,4.3,0.95,北海道,194881,宮崎県,46980,4.15,194881,78944,153681,21.1,25,はい
76,16.0,23.0,270.0,1.15,5.0,0.78,北海道,222336,宮崎県,43024,5.17,222336,74384,153152,31.1,25,はい
77,16.0,23.0,270.0,1.15,5.0,0.85,北海道,209458,宮崎県,43024,4.87,209458,74384,153152,26.9,25,はい
78,16.0,23.0,270.0,1.15,5.0,0.95,北海道,194352,宮崎県,43024,4.52,194352,74384,153152,21.2,25,はい
79,16.0,23.0,270.0,1.15,5.7,0.78,北海道,221939,宮崎県,40128,5.53,221939,71036,152754,31.2,24,はい
80,16.0,23.0,270.0,1.15,5.7,0.85,北海道,209060,宮崎県,40128,5.21,209060,71036,152754,26.9,24,はい
81,16.0,23.0,270.0,1.15,5.7,0.95,北海道,193954,宮崎県,40128,4.83,193954,71036,152754,21.2,24,はい
82,16.0,24.0,200.0,0.85,4.3,0.78,北海道,220753,鹿児島県,36132,6.11,220753,66749,151418,31.4,24,はい
83,16.0,24.0,200.0,0.85,4.3,0.85,北海道,207846,鹿児島県,36132,5.75,207846,66749,151418,27.1,24,はい
84,16.0,24.0,200.0,0.85,4.3,0.95,北海道,192707,鹿児島県,36132,5.33,192707,66749,151418,21.4,24,はい
85,16.0,24.0,200.0,0.85,5.0,0.78,北海道,220592,鹿児島県,33185,6.65,220592,64066,151256,31.4,24,はい
86,16.0,24.0,200.0,0.85,5.0,0.85,北海道,207685,鹿児島県,33185,6.26,207685,64066,151256,27.2,24,はい
87,16.0,24.0,200.0,0.85,5.0,0.95,北海道,192546,鹿児島県,33185,5.8,192546,64066,151256,21.4,24,はい
88,16.0,24.0,200.0,0.85,5.7,0.78,北海道,220470,鹿児島県,31036,7.1,220470,62096,151135,31.4,24,はい
89,16.0,24.0,200.0,0.85,5.7,0.85,北海道,207564,鹿児島県,31036,6.69,207564,62096,151135,27.2,24,はい
90,16.0,24.0,200.0,0.85,5.7,0.95,北海道,192425,鹿児島県,31036,6.2,192425,62096,151135,21.5,24,はい
91,16.0,24.0,200.0,1.0,4.3,0.78,北海道,187811,鹿児島県,33541,5.6,187811,59362,128875,31.4,25,はい
92,16.0,24.0,200.0,1.0,4.3,0.85,北海道,176840,鹿児島県,33541,5.27,176840,59362,128875,27.1,25,はい
93,16.0,24.0,200.0,1.0,4.3,0.95,北海道,163972,鹿児島県,33541,4.89,163972,59362,128875,21.4,25,はい
94,16.0,24.0,200.0,1.0,5.0,0.78,北海道,187649,鹿児島県,30594,6.13,187649,56679,128714,31.4,24,はい
95,16.0,24.0,200.0,1.0,5.0,0.85,北海道,176678,鹿児島県,30594,5.77,176678,56679,128714,27.1,24,はい
96,16.0,24.0,200.0,1.0,5.0,0.95,北海道,163810,鹿児島県,30594,5.35,163810,56679,128714,21.4,24,はい
97,16.0,24.0,200.0,1.0,5.7,0.78,北海道,187528,鹿児島県,28445,6.59,187528,54710,128593,31.4,24,はい
98,16.0,24.0,200.0,1.0,5.7,0.85,北海道,176557,鹿児島県,28445,6.21,176557,54710,128593,27.2,24,はい
99,16.0,24.0,200.0,1.0,5.7,0.95,北海道,163689,鹿児島県,28445,5.75,163689,54710,128593,21.4,24,はい
100,16.0,24.0,200.0,1.15,4.3,0.78,北海道,163462,宮崎県,31181,5.24,163462,53902,112214,31.4,25,はい
101,16.0,24.0,200.0,1.15,4.3,0.85,北海道,153922,宮崎県,31181,4.94,153922,53902,112214,27.1,25,はい
102,16.0,24.0,200.0,1.15,4.3,0.95,北海道,142732,宮崎県,31181,4.58,142732,53902,112214,21.4,25,はい
103,16.0,24.0,200.0,1.15,5.0,0.78,北海道,163300,鹿児島県,28679,5.69,163300,51219,112052,31.4,24,はい
104,16.0,24.0,200.0,1.15,5.0,0.85,北海道,153761,鹿児島県,28679,5.36,153761,51219,112052,27.1,24,はい
105,16.0,24.0,200.0,1.15,5.0,0.95,北海道,142571,鹿児島県,28679,4.97,142571,51219,112052,21.4,24,はい
106,16.0,24.0,200.0,1.15,5.7,0.78,北海道,163179,鹿児島県,26530,6.15,163179,49250,111931,31.4,24,はい
107,16.0,24.0,200.0,1.15,5.7,0.85,北海道,153639,鹿児島県,26530,5.79,153639,49250,111931,27.1,24,はい
108,16.0,24.0,200.0,1.15,5.7,0.95,北海道,142450,鹿児島県,26530,5.37,142450,49250,111931,21.4,24,はい
109,16.0,24.0,234.6,0.85,4.3,0.78,北海道,258943,鹿児島県,42382,6.11,258943,78297,177613,31.4,24,はい
110,16.0,24.0,234.6,0.85,4.3,0.85,北海道,243804,鹿児島県,42382,5.75,243804,78297,177613,27.1,24,はい
111,16.0,24.0,234.6,0.85,4.3,0.95,北海道,226046,鹿児島県,42382,5.33,226046,78297,177613,21.4,24,はい
112,16.0,24.0,234.6,0.85,5.0,0.78,北海道,258754,鹿児島県,38926,6.65,258754,75149,177423,31.4,24,はい
113,16.0,24.0,234.6,0.85,5.0,0.85,北海道,243614,鹿児島県,38926,6.26,243614,75149,177423,27.2,24,はい
114,16.0,24.0,234.6,0.85,5.0,0.95,北海道,225856,鹿児島県,38926,5.8,225856,75149,177423,21.4,24,はい
115,16.0,24.0,234.6,0.85,5.7,0.78,北海道,258612,鹿児島県,36405,7.1,258612,72839,177281,31.4,24,はい
116,16.0,24.0,234.6,0.85,5.7,0.85,北海道,243472,鹿児島県,36405,6.69,243472,72839,177281,27.2,24,はい
117,16.0,24.0,234.6,0.85,5.7,0.95,北海道,225714,鹿児島県,36405,6.2,225714,72839,177281,21.5,24,はい
118,16.0,24.0,234.6,1.0,4.3,0.78,北海道,220302,鹿児島県,39343,5.6,220302,69632,151171,31.4,25,はい
119,16.0,24.0,234.6,1.0,4.3,0.85,北海道,207433,鹿児島県,39343,5.27,207433,69632,151171,27.1,25,はい
120,16.0,24.0,234.6,1.0,4.3,0.95,北海道,192339,鹿児島県,39343,4.89,192339,69632,151171,21.4,25,はい
121,16.0,24.0,234.6,1.0,5.0,0.78,北海道,220113,鹿児島県,35887,6.13,220113,66484,150982,31.4,24,はい
122,16.0,24.0,234.6,1.0,5.0,0.85,北海道,207244,鹿児島県,35887,5.77,207244,66484,150982,27.1,24,はい
123,16.0,24.0,234.6,1.0,5.0,0.95,北海道,192149,鹿児島県,35887,5.35,192149,66484,150982,21.4,24,はい
124,16.0,24.0,234.6,1.0,5.7,0.78,北海道,219970,鹿児島県,33366,6.59,219970,64174,150839,31.4,24,はい
125,16.0,24.0,234.6,1.0,5.7,0.85,北海道,207101,鹿児島県,33366,6.21,207101,64174,150839,27.2,24,はい
126,16.0,24.0,234.6,1.0,5.7,0.95,北海道,192007,鹿児島県,33366,5.75,192007,64174,150839,21.4,24,はい
127,16.0,24.0,234.6,1.15,4.3,0.78,北海道,191741,宮崎県,36575,5.24,191741,63227,131627,31.4,25,はい
128,16.0,24.0,234.6,1.15,4.3,0.85,北海道,180550,宮崎県,36575,4.94,180550,63227,131627,27.1,25,はい
129,16.0,24.0,234.6,1.15,4.3,0.95,北海道,167425,宮崎県,36575,4.58,167425,63227,131627,21.4,25,はい
130,16.0,24.0,234.6,1.15,5.0,0.78,北海道,191551,鹿児島県,33641,5.69,191551,60080,131438,31.4,24,はい
131,16.0,24.0,234.6,1.15,5.0,0.85,北海道,180361,鹿児島県,33641,5.36,180361,60080,131438,27.1,24,はい
132,16.0,24.0,234.6,1.15,5.0,0.95,北海道,167236,鹿児島県,33641,4.97,167236,60080,131438,21.4,24,はい
133,16.0,24.0,234.6,1.15,5.7,0.78,北海道,191409,鹿児島県,31119,6.15,191409,57770,131295,31.4,24,はい
134,16.0,24.0,234.6,1.15,5.7,0.85,北海道,180219,鹿児島県,31119,5.79,180219,57770,131295,27.1,24,はい
135,16.0,24.0,234.6,1.15,5.7,0.95,北海道,167093,鹿児島県,31119,5.37,167093,57770,131295,21.4,24,はい
136,16.0,24.0,270.0,0.85,4.3,0.78,北海道,298017,鹿児島県,48778,6.11,298017,90111,204414,31.4,24,はい
137,16.0,24.0,270.0,0.85,4.3,0.85,北海道,280592,鹿児島県,48778,5.75,280592,90111,204414,27.1,24,はい
138,16.0,24.0,270.0,0.85,4.3,0.95,北海道,260155,鹿児島県,48778,5.33,260155,90111,204414,21.4,24,はい
139,16.0,24.0,270.0,0.85,5.0,0.78,北海道,297799,鹿児島県,44800,6.65,297799,86489,204196,31.4,24,はい
140,16.0,24.0,270.0,0.85,5.0,0.85,北海道,280374,鹿児島県,44800,6.26,280374,86489,204196,27.2,24,はい
141,16.0,24.0,270.0,0.85,5.0,0.95,北海道,259937,鹿児島県,44800,5.8,259937,86489,204196,21.4,24,はい
142,16.0,24.0,270.0,0.85,5.7,0.78,北海道,297635,鹿児島県,41898,7.1,297635,83830,204032,31.4,24,はい
143,16.0,24.0,270.0,0.85,5.7,0.85,北海道,280211,鹿児島県,41898,6.69,280211,83830,204032,27.2,24,はい
144,16.0,24.0,270.0,0.85,5.7,0.95,北海道,259773,鹿児島県,41898,6.2,259773,83830,204032,21.5,24,はい
145,16.0,24.0,270.0,1.0,4.3,0.78,北海道,253544,鹿児島県,45280,5.6,253544,80139,173982,31.4,25,はい
146,16.0,24.0,270.0,1.0,4.3,0.85,北海道,238734,鹿児島県,45280,5.27,238734,80139,173982,27.1,25,はい
147,16.0,24.0,270.0,1.0,4.3,0.95,北海道,221362,鹿児島県,45280,4.89,221362,80139,173982,21.4,25,はい
148,16.0,24.0,270.0,1.0,5.0,0.78,北海道,253326,鹿児島県,41302,6.13,253326,76517,173764,31.4,24,はい
149,16.0,24.0,270.0,1.0,5.0,0.85,北海道,238516,鹿児島県,41302,5.77,238516,76517,173764,27.1,24,はい
150,16.0,24.0,270.0,1.0,5.0,0.95,北海道,221144,鹿児島県,41302,5.35,221144,76517,173764,21.4,24,はい
151,16.0,24.0,270.0,1.0,5.7,0.78,北海道,253163,鹿児島県,38400,6.59,253163,73858,173600,31.4,24,はい
152,16.0,24.0,270.0,1.0,5.7,0.85,北海道,238352,鹿児島県,38400,6.21,238352,73858,173600,27.2,24,はい
153,16.0,24.0,270.0,1.0,5.7,0.95,北海道,220980,鹿児島県,38400,5.75,220980,73858,173600,21.4,24,はい
154,16.0,24.0,270.0,1.15,4.3,0.78,北海道,220673,宮崎県,42094,5.24,220673,72768,151489,31.4,25,はい
155,16.0,24.0,270.0,1.15,4.3,0.85,北海道,207795,宮崎県,42094,4.94,207795,72768,151489,27.1,25,はい
156,16.0,24.0,270.0,1.15,4.3,0.95,北海道,192689,宮崎県,42094,4.58,192689,72768,151489,21.4,25,はい
157,16.0,24.0,270.0,1.15,5.0,0.78,北海道,220456,鹿児島県,38717,5.69,220456,69146,151271,31.4,24,はい
158,16.0,24.0,270.0,1.15,5.0,0.85,北海道,207577,鹿児島県,38717,5.36,207577,69146,151271,27.1,24,はい
159,16.0,24.0,270.0,1.15,5.0,0.95,北海道,192471,鹿児島県,38717,4.97,192471,69146,151271,21.4,24,はい
160,16.0,24.0,270.0,1.15,5.7,0.78,北海道,220292,鹿児島県,35815,6.15,220292,66487,151107,31.4,24,はい
161,16.0,24.0,270.0,1.15,5.7,0.85,北海道,207413,鹿児島県,35815,5.79,207413,66487,151107,27.1,24,はい
162,16.0,24.0,270.0,1.15,5.7,0.95,北海道,192307,鹿児島県,35815,5.37,192307,66487,151107,21.4,24,はい
163,16.0,26.0,200.0,0.85,4.3,0.78,北海道,219616,沖縄県,25623,8.57,219616,57600,150281,31.6,24,はい
164,16.0,26.0,200.0,0.85,4.3,0.85,北海道,206710,沖縄県,25623,8.07,206710,57600,150281,27.3,24,はい
165,16.0,26.0,200.0,0.85,4.3,0.95,北海道,191571,沖縄県,25623,7.48,191571,57600,150281,21.6,24,はい
166,16.0,26.0,200.0,0.85,5.0,0.78,北海道,219616,沖縄県,21624,10.16,219616,56305,150281,31.6,24,はい
167,16.0,26.0,200.0,0.85,5.0,0.85,北海道,206710,沖縄県,21624,9.56,206710,56305,150281,27.3,24,はい
168,16.0,26.0,200.0,0.85,5.0,0.95,北海道,191571,沖縄県,21624,8.86,191571,56305,150281,21.6,24,はい
169,16.0,26.0,200.0,0.85,5.7,0.78,北海道,219616,沖縄県,18704,11.74,219616,55358,150281,31.6,24,はい
170,16.0,26.0,200.0,0.85,5.7,0.85,北海道,206710,沖縄県,18704,11.05,206710,55358,150281,27.3,24,はい
171,16.0,26.0,200.0,0.85,5.7,0.95,北海道,191571,沖縄県,18704,10.24,191571,55358,150281,21.6,24,はい
172,16.0,26.0,200.0,1.0,4.3,0.78,北海道,186674,沖縄県,25623,7.29,186674,50213,127739,31.6,24,はい
173,16.0,26.0,200.0,1.0,4.3,0.85,北海道,175703,沖縄県,25623,6.86,175703,50213,127739,27.3,24,はい
174,16.0,26.0,200.0,1.0,4.3,0.95,北海道,162835,沖縄県,25623,6.36,162835,50213,127739,21.6,24,はい
175,16.0,26.0,200.0,1.0,5.0,0.78,北海道,186674,沖縄県,21624,8.63,186674,48918,127739,31.6,24,はい
176,16.0,26.0,200.0,1.0,5.0,0.85,北海道,175703,沖縄県,21624,8.13,175703,48918,127739,27.3,24,はい
177,16.0,26.0,200.0,1.0,5.0,0.95,北海道,162835,沖縄県,21624,7.53,162835,48918,127739,21.6,24,はい
178,16.0,26.0,200.0,1.0,5.7,0.78,北海道,186674,沖縄県,18704,9.98,186674,47971,127739,31.6,24,はい
179,16.0,26.0,200.0,1.0,5.7,0.85,北海道,175703,沖縄県,18704,9.39,175703,47971,127739,27.3,24,はい
180,16.0,26.0,200.0,1.0,5.7,0.95,北海道,162835,沖縄県,18704,8.71,162835,47971,127739,21.6,24,はい
181,16.0,26.0,200.0,1.15,4.3,0.78,北海道,162325,鹿児島県,23947,6.78,162325,44753,111077,31.6,25,はい
182,16.0,26.0,200.0,1.15,4.3,0.85,北海道,152785,鹿児島県,23947,6.38,152785,44753,111077,27.3,25,はい
183,16.0,26.0,200.0,1.15,4.3,0.95,北海道,141596,鹿児島県,23947,5.91,141596,44753,111077,21.6,25,はい
184,16.0,26.0,200.0,1.15,5.0,0.78,北海道,162325,沖縄県,21624,7.51,162325,43458,111077,31.6,24,はい
185,16.0,26.0,200.0,1.15,5.0,0.85,北海道,152785,沖縄県,21624,7.07,152785,43458,111077,27.3,24,はい
186,16.0,26.0,200.0,1.15,5.0,0.95,北海道,141596,沖縄県,21624,6.55,141596,43458,111077,21.6,24,はい
187,16.0,26.0,200.0,1.15,5.7,0.78,北海道,162325,沖縄県,18704,8.68,162325,42511,111077,31.6,24,はい
188,16.0,26.0,200.0,1.15,5.7,0.85,北海道,152785,沖縄県,18704,8.17,152785,42511,111077,27.3,24,はい
189,16.0,26.0,200.0,1.15,5.7,0.95,北海道,141596,沖縄県,18704,7.57,141596,42511,111077,21.6,24,はい
190,16.0,26.0,234.6,0.85,4.3,0.78,北海道,257610,沖縄県,30056,8.57,257610,67565,176280,31.6,24,はい
191,16.0,26.0,234.6,0.85,4.3,0.85,北海道,242470,沖縄県,30056,8.07,242470,67565,176280,27.3,24,はい
192,16.0,26.0,234.6,0.85,4.3,0.95,北海道,224712,沖縄県,30056,7.48,224712,67565,176280,21.6,24,はい
193,16.0,26.0,234.6,0.85,5.0,0.78,北海道,257610,沖縄県,25364,10.16,257610,66046,176280,31.6,24,はい
194,16.0,26.0,234.6,0.85,5.0,0.85,北海道,242470,沖縄県,25364,9.56,242470,66046,176280,27.3,24,はい
195,16.0,26.0,234.6,0.85,5.0,0.95,北海道,224712,沖縄県,25364,8.86,224712,66046,176280,21.6,24,はい
196,16.0,26.0,234.6,0.85,5.7,0.78,北海道,257610,沖縄県,21940,11.74,257610,64935,176280,31.6,24,はい
197,16.0,26.0,234.6,0.85,5.7,0.85,北海道,242470,沖縄県,21940,11.05,242470,64935,176280,27.3,24,はい
198,16.0,26.0,234.6,0.85,5.7,0.95,北海道,224712,沖縄県,21940,10.24,224712,64935,176280,21.6,24,はい
199,16.0,26.0,234.6,1.0,4.3,0.78,北海道,218969,沖縄県,30056,7.29,218969,58900,149838,31.6,24,はい
200,16.0,26.0,234.6,1.0,4.3,0.85,北海道,206100,沖縄県,30056,6.86,206100,58900,149838,27.3,24,はい
201,16.0,26.0,234.6,1.0,4.3,0.95,北海道,191005,沖縄県,30056,6.35,191005,58900,149838,21.6,24,はい
202,16.0,26.0,234.6,1.0,5.0,0.78,北海道,218969,沖縄県,25364,8.63,218969,57381,149838,31.6,24,はい
203,16.0,26.0,234.6,1.0,5.0,0.85,北海道,206100,沖縄県,25364,8.13,206100,57381,149838,27.3,24,はい
204,16.0,26.0,234.6,1.0,5.0,0.95,北海道,191005,沖縄県,25364,7.53,191005,57381,149838,21.6,24,はい
205,16.0,26.0,234.6,1.0,5.7,0.78,北海道,218969,沖縄県,21940,9.98,218969,56270,149838,31.6,24,はい
206,16.0,26.0,234.6,1.0,5.7,0.85,北海道,206100,沖縄県,21940,9.39,206100,56270,149838,27.3,24,はい
207,16.0,26.0,234.6,1.0,5.7,0.95,北海道,191005,沖縄県,21940,8.71,191005,56270,149838,21.6,24,はい
208,16.0,26.0,234.6,1.15,4.3,0.78,北海道,190407,鹿児島県,28089,6.78,190407,52496,130294,31.6,25,はい
209,16.0,26.0,234.6,1.15,4.3,0.85,北海道,179217,鹿児島県,28089,6.38,179217,52496,130294,27.3,25,はい
210,16.0,26.0,234.6,1.15,4.3,0.95,北海道,166092,鹿児島県,28089,5.91,166092,52496,130294,21.6,25,はい
211,16.0,26.0,234.6,1.15,5.0,0.78,北海道,190407,沖縄県,25364,7.51,190407,50977,130294,31.6,24,はい
212,16.0,26.0,234.6,1.15,5.0,0.85,北海道,179217,沖縄県,25364,7.07,179217,50977,130294,27.3,24,はい
213,16.0,26.0,234.6,1.15,5.0,0.95,北海道,166092,沖縄県,25364,6.55,166092,50977,130294,21.6,24,はい
214,16.0,26.0,234.6,1.15,5.7,0.78,北海道,190407,沖縄県,21940,8.68,190407,49865,130294,31.6,24,はい
215,16.0,26.0,234.6,1.15,5.7,0.85,北海道,179217,沖縄県,21940,8.17,179217,49865,130294,27.3,24,はい
